task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,153,681b3aeb.json,train,2,10,10,3,3,img/tasks/681b3aeb_train_input_2.png,img/tasks/681b3aeb_train_output_2.png,|0000000040|0000000044|0006660000|0000660000|0000060000|0000000000|0000000000|0000000000|0000000000|0000000000|,|666|466|446|
training,153,681b3aeb.json,train,3,10,10,3,3,img/tasks/681b3aeb_train_input_3.png,img/tasks/681b3aeb_train_output_3.png,|0000000000|0000000000|0000000000|0000000000|0000300000|0003330000|0000000000|0000000000|0111000000|0101000000|,|111|131|333|
training,153,681b3aeb.json,test,1,10,10,3,3,img/tasks/681b3aeb_test_input_1.png,img/tasks/681b3aeb_test_output_1.png,|0000000000|0000000000|0000200000|0002200000|0000000000|0000000000|0000000880|0000000800|0000000888|0000000000|,|882|822|888|
training,154,6855a6e4.json,train,1,15,15,15,15,img/tasks/6855a6e4_train_input_1.png,img/tasks/6855a6e4_train_output_1.png,|000050000000000|000050000000000|000000000000000|002222200000000|002000200000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|002000200000000|002222200000000|000000000000000|000555000000000|000000000000000|,|000000000000000|000000000000000|000000000000000|002222200000000|002000200000000|000050000000000|000050000000000|000000000000000|000000000000000|000555000000000|002000200000000|002222200000000|000000000000000|000000000000000|000000000000000|
training,154,6855a6e4.json,train,2,15,15,15,15,img/tasks/6855a6e4_train_input_2.png,img/tasks/6855a6e4_train_output_2.png,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000220000022000|000200000002050|550200000002055|550200000002055|000200000002050|000220000022000|000000000000000|000000000000000|000000000000000|000000000000000|,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000220000022000|000200000502000|000205505502000|000205505502000|000200000502000|000220000022000|000000000000000|000000000000000|000000000000000|000000000000000|
training,154,6855a6e4.json,train,3,15,15,15,15,img/tasks/6855a6e4_train_input_3.png,img/tasks/6855a6e4_train_output_3.png,|000000000000000|000000000000000|000000000000000|000000000000000|000220000220000|050200000020500|550200000020550|050200000020050|000220000220000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|,|000000000000000|000000000000000|000000000000000|000000000000000|000220000220000|000205005020000|000205555020000|000205050020000|000220000220000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|
training,154,6855a6e4.json,test,1,15,15,15,15,img/tasks/6855a6e4_test_input_1.png,img/tasks/6855a6e4_test_output_1.png,|000005550000000|000055055000000|000000000000000|000222222200000|000200000200000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000200000200000|000222222200000|000000000000000|000000500000000|000055555000000|,|000000000000000|000000000000000|000000000000000|000222222200000|000200000200000|000055055000000|000005550000000|000000000000000|000055555000000|000000500000000|000200000200000|000222222200000|000000000000000|000000000000000|000000000000000|
training,155,68b16354.json,train,1,5,5,5,5,img/tasks/68b16354_train_input_1.png,img/tasks/68b16354_train_output_1.png,|81214|44248|37248|27787|87748|,|87748|27787|37248|44248|81214|
training,155,68b16354.json,train,2,5,5,5,5,img/tasks/68b16354_train_input_2.png,img/tasks/68b16354_train_output_2.png,|73312|18241|27872|77418|81771|,|81771|77418|27872|18241|73312|
training,155,68b16354.json,train,3,7,7,7,7,img/tasks/68b16354_train_input_3.png,img/tasks/68b16354_train_output_3.png,|2743483|2371233|8743224|1121447|2431141|4874482|7384328|,|7384328|4874482|2431141|1121447|8743224|2371233|2743483|
training,155,68b16354.json,test,1,7,7,7,7,img/tasks/68b16354_test_input_1.png,img/tasks/68b16354_test_output_1.png,|2813241|4411434|1111473|1123813|4111784|3284184|1471234|,|1471234|3284184|4111784|1123813|1111473|4411434|2813241|
training,156,694f12f3.json,train,1,10,10,10,10,img/tasks/694f12f3_train_input_1.png,img/tasks/694f12f3_train_output_1.png,|0000000000|0444400000|0444400000|0444400000|0444400000|0000000000|0004444440|0004444440|0004444440|0004444440|,|0000000000|0444400000|0411400000|0411400000|0444400000|0000000000|0004444440|0004222240|0004222240|0004444440|
training,156,694f12f3.json,train,2,10,10,10,10,img/tasks/694f12f3_train_input_2.png,img/tasks/694f12f3_train_output_2.png,|0000000000|0444440000|0444440000|0444440000|0444440000|0444440000|0000000000|0000044440|0000044440|0000044440|,|0000000000|0444440000|0422240000|0422240000|0422240000|0444440000|0000000000|0000044440|0000041140|0000044440|
training,156,694f12f3.json,test,1,10,10,10,10,img/tasks/694f12f3_test_input_1.png,img/tasks/694f12f3_test_output_1.png,|4444440000|4444440000|4444440000|4444440000|4444440000|4444440000|0000000000|0000444444|0000444444|0000444444|,|4444440000|4222240000|4222240000|4222240000|4222240000|4444440000|0000000000|0000444444|0000411114|0000444444|
training,157,6a1e5592.json,train,1,10,15,10,15,img/tasks/6a1e5592_train_input_1.png,img/tasks/6a1e5592_train_output_1.png,|222222222222222|202222222222220|200222000222220|000000000000000|000000000000000|000000000000000|000000000000050|000000500000050|055500550000050|055500555000050|,|222222222222222|212222222222221|211222111222221|011100111000001|000000000000001|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|
training,157,6a1e5592.json,train,2,10,15,10,15,img/tasks/6a1e5592_train_input_2.png,img/tasks/6a1e5592_train_output_2.png,|222222222222222|222202220220022|200202200020022|000000000000000|000000000000000|000000000000000|055000000000000|055000000050000|555500050050055|055000555050555|,|222222222222222|222212221221122|211212211121122|111010000011110|000000000001100|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|
training,157,6a1e5592.json,test,1,10,15,10,15,img/tasks/6a1e5592_test_input_1.png,img/tasks/6a1e5592_test_output_1.png,|222222222222222|202222020220222|200222000220002|000000000000000|000000000000000|000000000000000|000000050005050|050000055005550|055500050005550|055550055005550|,|222222222222222|212222121221222|211222111221112|010000111001111|011000111000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|
training,158,6aa20dc0.json,train,1,20,19,20,19,img/tasks/6aa20dc0_train_input_1.png,img/tasks/6aa20dc0_train_output_1.png,|1111111111111111111|1111111111111211111|1111111111111111111|1111111111111113111|1111128811111111111|1111188111111111111|1111181311111111111|1111111111111111111|1111111111111111111|1111111111111111111|1111111111111111111|1111111112211111111|1111111112211111111|1111111111111111111|1111111111111111111|1111133111111111111|1111133111111111111|1111111111111111111|1111111111111111111|1111111111111111111|,|1111111111111111111|1111111111111288111|1111111111111881111|1111111111111813111|1111128811111111111|1111188111111111111|1111181311111111111|1111111111111111111|1111111111111111111|1111111111111111111|1111111111111111111|1111188882211111111|1111188882211111111|1111111888811111111|1111111888811111111|1111133118811111111|1111133118811111111|1111111111111111111|1111111111111111111|1111111111111111111|
training,158,6aa20dc0.json,train,2,20,21,20,21,img/tasks/6aa20dc0_train_input_2.png,img/tasks/6aa20dc0_train_output_2.png,|444444444444444444444|444444444444444444444|444116444444444444444|444141444444444444444|444211444444444444444|444444444444444444444|444444444444444444444|444444444442224444444|444444444442224444444|444444444442224444444|444444444444444444444|444444444444444444444|444444444444444444444|444446664444444444444|444446664444444444444|444446664444444444444|444444444444444444444|444444444444444444444|444444444444444444444|444444444444444444444|,|444444444444444444444|444444444444444444444|444116444444444444444|444141444444444444444|444211444444444444444|444444444444444444444|444444444444444444444|444441111112224444444|444441111112224444444|444441111112224444444|444441114441114444444|444441114441114444444|444441114441114444444|444446661111114444444|444446661111114444444|444446661111114444444|444444444444444444444|444444444444444444444|444444444444444444444|444444444444444444444|
training,158,6aa20dc0.json,train,3,21,22,21,22,img/tasks/6aa20dc0_train_input_3.png,img/tasks/6aa20dc0_train_output_3.png,|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888882388888888888888|8888883338888888888888|8888888348888888888888|8888888888888888888888|8888888888888888888888|8888888888888488888888|8888888888888888888888|8888888888888882888888|8888888888888888888888|8888888288888888888888|8888888888888888888888|8888848888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|,|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888882388888888888888|8888883338888888888888|8888888348888888888888|8888888888888888888888|8888888888888888888888|8888888888888438888888|8888888888888333888888|8888888888888832888888|8888888888888888888888|8888883288888888888888|8888833388888888888888|8888843888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|8888888888888888888888|
training,158,6aa20dc0.json,test,1,22,22,22,22,img/tasks/6aa20dc0_test_input_1.png,img/tasks/6aa20dc0_test_output_1.png,|3333333333333333333333|3333333333444333333333|3333333333444333333333|3333333333444333333333|3333338433333333333333|3333383833333333333333|3333318333333333333333|3333333333333333111333|3333333333333333111333|3333333333333333111333|3333333333333333333333|3333333333333333333333|3333333333333333333333|3133333333333331133333|3333333333333331133333|3334333333333333333333|3333333333333333333333|3333333333344333333333|3333333333344333333333|3333333333333333333333|3333333333333333333333|3333333333333333333333|,|3333333333333333333333|3333333333444888333333|3333333333444888333333|3333333333444888333333|3333338433888333888333|3333383833888333888333|3333318333888333888333|3333333333333888111333|3333333333333888111333|3333333333333888111333|3333333333333333333333|3333333333333333333333|3333333333333333333333|3183333333333881133333|3838333333333881133333|3384333333388338833333|3333333333388338833333|3333333333344883333333|3333333333344883333333|3333333333333333333333|3333333333333333333333|3333333333333333333333|
training,159,6b9890af.json,train,1,18,21,8,8,img/tasks/6b9890af_train_input_1.png,img/tasks/6b9890af_train_output_1.png,|000000000000000000000|000000000000000000000|000000800000000000000|000008880000000000000|000000800000000000000|000000000000000000000|000000000000000000000|000000222222220000000|000000200000020000000|000000200000020000000|000000200000020000000|000000200000020000000|000000200000020000000|000000200000020000000|000000222222220000000|000000000000000000000|000000000000000000000|000000000000000000000|,|22222222|20088002|20088002|28888882|28888882|20088002|20088002|22222222|
training,159,6b9890af.json,train,2,19,22,5,5,img/tasks/6b9890af_train_input_2.png,img/tasks/6b9890af_train_output_2.png,|0000000000000000000000|0000000000000000000000|0022222000000000000000|0020002000000000000000|0020002000000000000000|0020002000000000000000|0022222000000000000000|0000000000000000000000|0000000000000000000000|0000000000011000000000|0000000000100000000000|0000000000011000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|,|22222|20112|21002|20112|22222|
training,159,6b9890af.json,train,3,21,24,11,11,img/tasks/6b9890af_train_input_3.png,img/tasks/6b9890af_train_output_3.png,|000000000000000000000000|002222222222200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002000000000200000000000|002222222222200000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000004400000000|000000000000040400000000|000000000000000400000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|,|22222222222|20004444442|20004444442|20004444442|24440004442|24440004442|24440004442|20000004442|20000004442|20000004442|22222222222|
training,159,6b9890af.json,test,1,24,26,14,14,img/tasks/6b9890af_test_input_1.png,img/tasks/6b9890af_test_output_1.png,|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00222222222222220000030000|00200000000000020000303000|00200000000000020000030000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00200000000000020000000000|00222222222222220000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|,|22222222222222|20000333300002|20000333300002|20000333300002|20000333300002|23333000033332|23333000033332|23333000033332|23333000033332|20000333300002|20000333300002|20000333300002|20000333300002|22222222222222|
training,160,6c434453.json,train,1,10,10,10,10,img/tasks/6c434453_train_input_1.png,img/tasks/6c434453_train_output_1.png,|1110000000|1010000100|1110001110|0000000100|0100000000|1110000000|0101110000|0001010011|0001110000|0000000000|,|0200000000|2220000100|0200001110|0000000100|0100000000|1110000000|0100200000|0002220011|0000200000|0000000000|
training,160,6c434453.json,train,2,10,10,10,10,img/tasks/6c434453_train_input_2.png,img/tasks/6c434453_train_output_2.png,|0000111000|1100101000|1100111000|0000000010|0000000111|0111000010|0101000000|0111001000|0000001110|0000000000|,|0000020000|1100222000|1100020000|0000000010|0000000111|0020000010|0222000000|0020001000|0000001110|0000000000|
training,160,6c434453.json,test,1,10,10,10,10,img/tasks/6c434453_test_input_1.png,img/tasks/6c434453_test_output_1.png,|0000000010|0000000111|0111000010|0101000000|0111000000|0000000000|0000001100|0111000000|0101000011|0111000011|,|0000000010|0000000111|0020000010|0222000000|0020000000|0000000000|0000001100|0020000000|0222000011|0020000011|
training,161,6cdd2623.json,train,1,11,22,11,22,img/tasks/6cdd2623_train_input_1.png,img/tasks/6cdd2623_train_output_1.png,|0000022000030000020000|2000002000000200000000|0000005205205000002000|0000550000000020000020|5002020000000020000000|0002000200200000002050|0020000005500500000250|0000000000000200002000|3005502500000000000023|0000000002025050002000|0020000050030000050500|,|0000000000030000000000|0000000000030000000000|0000000000030000000000|0000000000030000000000|0000000000030000000000|0000000000030000000000|0000000000030000000000|0000000000030000000000|3333333333333333333333|0000000000030000000000|0000000000030000000000|
training,161,6cdd2623.json,train,2,13,20,13,20,img/tasks/6cdd2623_train_input_2.png,img/tasks/6cdd2623_train_output_2.png,|00000800000000000000|00000000008010000000|00000000100010000000|20000000000000000002|00000000000000000810|00000000000000000000|00000100100108000000|00000000000000000000|08008000000008100000|00000000000000800001|00000000000000000000|20000000800100000002|80000000000000000800|,|00000000000000000000|00000000000000000000|00000000000000000000|22222222222222222222|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|22222222222222222222|00000000000000000000|
training,161,6cdd2623.json,train,3,15,17,15,17,img/tasks/6cdd2623_train_input_3.png,img/tasks/6cdd2623_train_output_3.png,|04400004000008040|00404000000000000|00000000000000405|40040000000000000|00004000500000000|00000004500000005|04000500004000400|00000000000000054|00000000000040000|00000040000400000|80000000000000008|40000000000000400|05000000000040040|00000040400000040|40404000450008000|,|00000000000008000|00000000000008000|00000000000008000|00000000000008000|00000000000008000|00000000000008000|00000000000008000|00000000000008000|00000000000008000|00000000000008000|88888888888888888|00000000000008000|00000000000008000|00000000000008000|00000000000008000|
training,161,6cdd2623.json,test,1,16,19,16,19,img/tasks/6cdd2623_test_input_1.png,img/tasks/6cdd2623_test_output_1.png,|0006000000007000780|7000008008000007000|0700008000000008800|0000000000000000000|0000000000080000000|6000000000700000776|0700000070708000000|0008007070000000000|0000000000708080007|0000700000000000000|0000000000700007007|0000000007000000080|0000000000000000007|0000000000000000000|0000000000007800000|7006708700000000000|,|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|6666666666666666666|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|0006000000000000000|
training,162,6cf79266.json,train,1,20,20,20,20,img/tasks/6cf79266_train_input_1.png,img/tasks/6cf79266_train_output_1.png,|50050055555500555500|50555555005555055055|55555555555555550055|05555500050550550005|55555505005550005505|05050500505050505555|55555555500505550005|00055500055505050005|55005005555005050005|00500055055550555055|55505555500500555555|50555550555505055505|50055550055505555555|55055555555055505505|00555505505555055505|50050500055505055050|05050550050050500050|55555055555000505505|55555555555550055055|55500555505505050005|,|50050055555500555500|50555555005555055055|55555555555555550055|05555500050550550005|55555505005550005505|05050500505050505555|55555555500505551115|00055500055505051115|55005005555005051115|00500055055550555055|55505555500500555555|50555550555505055505|50055550055505555555|55055555555055505505|00555505505555055505|50050500055505055050|05050550050050500050|55555055555000505505|55555555555550055055|55500555505505050005|
training,162,6cf79266.json,train,2,20,20,20,20,img/tasks/6cf79266_train_input_2.png,img/tasks/6cf79266_train_output_2.png,|33330303033003330300|00330030330303300330|33333003000303303333|30330000303303330330|00030303330333033300|33003303333003033330|03000033030030003030|30300000033303333333|03300003033033003333|00033003333303030333|30330333003030003303|30030003333003030333|03300033033330030033|00303333000333003030|30333033033333333003|00303300303033033300|33033000000030300033|03030033303330033000|30030330300300333333|30330333000303033303|,|33330303033003330300|00330030330303300330|33333003000303303333|30330000303303330330|00030303330333033300|33003303333003033330|03011133030030003030|30311100033303333333|03311103033033003333|00033003333303030333|30330333003030003303|30030003333003030333|03300033033330030033|00303333000333003030|30333033033333333003|00303300303033033300|33033000000030300033|03030033303330033000|30030330300300333333|30330333000303033303|
training,162,6cf79266.json,train,3,20,20,20,20,img/tasks/6cf79266_train_input_3.png,img/tasks/6cf79266_train_output_3.png,|70777707700770070777|00707070777000077007|00000700777707000070|70707077000770077070|00700700707777007007|77777777077077000707|00070700770707000077|07777070700777000007|00070000777007700077|77077707007077077070|70000000070070000770|77007770777707007777|07077700077077070077|00770777770770777077|00777070770707770777|70777070777770077700|77700077707707070000|77700070770700700000|70000077070007077707|07707707007777007077|,|70777707700770070777|00707070777000077007|00000700777707000070|70707077000770077070|00700700707777007007|77777777077077111707|00070700770707111077|07777070700777111007|00070000777007700077|77077707007077077070|70000000070070000770|77007770777707007777|07077700077077070077|00770777770770777077|00777070770707770777|70777070777770077700|77711177707707070000|77711170770700700000|70011177070007077707|07707707007777007077|
training,162,6cf79266.json,test,1,20,20,20,20,img/tasks/6cf79266_test_input_1.png,img/tasks/6cf79266_test_output_1.png,|04044044400040444440|00440040440000444440|44400404040444444040|44040040000004440400|40044044444440440404|44004004444440044040|00040000444440404404|40440004400004400000|04440004440040444000|40004400400404440404|00040404440040444044|04400444400044444040|00400400400404400044|40440400444000044400|04444004040044044444|40044040400404040400|44040404400444000044|40000440440404000444|00000444404004000000|44000004400040404044|,|04044044400040444440|00440040440000444440|44400404040444444040|44040040000004440400|40044044444440440404|44004004444440044040|00041110444440404404|40441114400004400000|04441114440040444000|40004400400404440404|00040404440040444044|04400444400044444040|00400400400404400044|40440400444000044400|04444004040044044444|40044040400404040400|44040404400444111044|40111440440404111444|00111444404004111000|44111004400040404044|
training,163,6d0160f0.json,train,1,11,11,11,11,img/tasks/6d0160f0_train_input_1.png,img/tasks/6d0160f0_train_output_1.png,|30057065807|00950305060|72050025030|55555555555|70258705023|00650035007|30052005060|55555555555|03450205207|70057035001|00250605030|,|00050005034|00050005700|00050005002|55555555555|00050005000|00050005000|00050005000|55555555555|00050005000|00050005000|00050005000|
training,163,6d0160f0.json,train,2,11,11,11,11,img/tasks/6d0160f0_train_input_2.png,img/tasks/6d0160f0_train_output_2.png,|30050205060|00750005009|06050105000|55555555555|03050005000|10950065073|00050005000|55555555555|90050905090|06050045001|00057005000|,|00050005000|00050005000|00050005000|55555555555|00050005090|00050005004|00050005700|55555555555|00050005000|00050005000|00050005000|
training,163,6d0160f0.json,train,3,11,11,11,11,img/tasks/6d0160f0_train_input_3.png,img/tasks/6d0160f0_train_output_3.png,|07050605700|83650005080|00050305000|55555555555|08750305007|00058005086|00650005300|55555555555|06050805000|80053005408|07050605067|,|00050005000|00050005000|00050005000|55555555555|00050005000|40850005000|06750005000|55555555555|00050005000|00050005000|00050005000|
training,163,6d0160f0.json,train,4,11,11,11,11,img/tasks/6d0160f0_train_input_4.png,img/tasks/6d0160f0_train_output_4.png,|30050105002|02050305060|00050005000|55555555555|01050005030|70652075070|00050005060|55555555555|70050405003|00050705200|03050305006|,|00050405000|00050705000|00050305000|55555555555|00050005000|00050005000|00050005000|55555555555|00050005000|00050005000|00050005000|
training,163,6d0160f0.json,test,1,11,11,11,11,img/tasks/6d0160f0_test_input_1.png,img/tasks/6d0160f0_test_output_1.png,|20352005030|76050705670|00056035002|55555555555|70050005604|06050275020|60250305070|55555555555|70050605230|00650205000|20050705067|,|00050005604|00050005020|00050005070|55555555555|00050005000|00050005000|00050005000|55555555555|00050005000|00050005000|00050005000|
training,164,6d0aefbc.json,train,1,3,3,3,6,img/tasks/6d0aefbc_train_input_1.png,img/tasks/6d0aefbc_train_output_1.png,|666|161|886|,|666666|161161|886688|
training,164,6d0aefbc.json,train,2,3,3,3,6,img/tasks/6d0aefbc_train_input_2.png,img/tasks/6d0aefbc_train_output_2.png,|681|611|116|,|681186|611116|116611|
training,164,6d0aefbc.json,train,3,3,3,3,6,img/tasks/6d0aefbc_train_input_3.png,img/tasks/6d0aefbc_train_output_3.png,|111|816|688|,|111111|816618|688886|
training,164,6d0aefbc.json,train,4,3,3,3,6,img/tasks/6d0aefbc_train_input_4.png,img/tasks/6d0aefbc_train_output_4.png,|111|166|666|,|111111|166661|666666|
training,164,6d0aefbc.json,test,1,3,3,3,6,img/tasks/6d0aefbc_test_input_1.png,img/tasks/6d0aefbc_test_output_1.png,|686|868|161|,|686686|868868|161161|
training,165,6d58a25d.json,train,1,20,20,20,20,img/tasks/6d58a25d_train_input_1.png,img/tasks/6d58a25d_train_output_1.png,|00000000000000000000|00000000000000000000|00000800000000000000|00000000000000008000|00080000000000000000|00000000090000000000|00000000999000000000|00000009909900000000|00000090000090000000|00000000000000000000|08000000000000000080|00000000000000000000|00000000000000000000|00000000080000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000080000|08000000000000000000|,|00000000000000000000|00000000000000000000|00000800000000000000|00000000000000008000|00080000000000000000|00000000090000000000|00000000999000000000|00000009989900000000|00000090080090000000|00000000080000000000|08000000080000000080|00000000080000000000|00000000080000000000|00000000080000000000|00000000080000000000|00000000080000000000|00000000080000000000|00000000080000000000|00000000080000080000|08000000080000000000|
training,165,6d58a25d.json,train,2,20,20,20,20,img/tasks/6d58a25d_train_input_2.png,img/tasks/6d58a25d_train_output_2.png,|00000000000000000000|00000000200000000000|00200000000000000000|00000000000000000000|00000000000002002000|00000007000000000000|00000077700000000000|00000770770000000000|00007000007000000000|00000000000000000200|02000000020000000000|00000000000000000000|00000020000000000000|00000000000000000000|00000000000000002000|00000000000000000000|00000000000000000000|00000000000000200000|02000000000000000000|00000000000000000000|,|00000000000000000000|00000000200000000000|00200000000000000000|00000000000000000000|00000000000002002000|00000007000000000000|00000077700000000000|00000770770000000000|00007020027000000000|00000020020000000200|02000020020000000000|00000020020000000000|00000020020000000000|00000020020000000000|00000020020000002000|00000020020000000000|00000020020000000000|00000020020000200000|02000020020000000000|00000020020000000000|
training,165,6d58a25d.json,train,3,20,20,20,20,img/tasks/6d58a25d_train_input_3.png,img/tasks/6d58a25d_train_output_3.png,|00000000000000000000|00000000000000300000|00000300003000000000|00000000000000000000|03000000000040000000|00000003000444000030|00000000004404400000|00003000040000040000|00000000000000000000|00000000003000000000|00300000000000000000|00000000000000000000|30000003000003000030|00000000000000000000|00000000000000000000|00003000000000000000|00000000000030000000|03000000000000003000|00000003000003000003|00000000000000000000|,|00000000000000000000|00000000000000300000|00000300003000000000|00000000000000000000|03000000000040000000|00000003000444000030|00000000004434400000|00003000043033040000|00000000003033000000|00000000003033000000|00300000003033000000|00000000003033000000|30000003003033000030|00000000003033000000|00000000003033000000|00003000003033000000|00000000003033000000|03000000003033003000|00000003003033000003|00000000003033000000|
training,165,6d58a25d.json,test,1,20,20,20,20,img/tasks/6d58a25d_test_input_1.png,img/tasks/6d58a25d_test_output_1.png,|00000000000000000000|00006000006000000060|00000000000600000000|00600010000000000000|00000111000000000000|00001101100006000060|00010000010000000000|00000006000000006000|60006000000000000000|00000000000000000000|00000600000000000000|00000000000000000000|06000000000600006000|00000000000000000000|00000000000000000060|00000000000000000000|00000006000000600000|00000000000000000000|00000000000000000600|00000000006000000000|,|00000000000000000000|00006000006000000060|00000000000600000000|00600010000000000000|00000111000000000000|00001101100006000060|00016606010000000000|00006606000000006000|60006606000000000000|00006606000000000000|00006606000000000000|00006606000000000000|06006606000600006000|00006606000000000000|00006606000000000060|00006606000000000000|00006606000000600000|00006606000000000000|00006606000000000600|00006606006000000000|
training,166,6d75e8bb.json,train,1,14,10,14,10,img/tasks/6d75e8bb_train_input_1.png,img/tasks/6d75e8bb_train_output_1.png,|0000000000|0000000000|0888000000|0800000000|0888800000|0880000000|0888000000|0800000000|0888000000|0888000000|0880000000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0888200000|0822200000|0888800000|0882200000|0888200000|0822200000|0888200000|0888200000|0882200000|0000000000|0000000000|0000000000|
training,166,6d75e8bb.json,train,2,7,8,7,8,img/tasks/6d75e8bb_train_input_2.png,img/tasks/6d75e8bb_train_output_2.png,|00000000|08888880|08088080|08080080|00080880|00000000|00000000|,|00000000|08888880|08288280|08282280|02282880|00000000|00000000|
training,166,6d75e8bb.json,train,3,9,8,9,8,img/tasks/6d75e8bb_train_input_3.png,img/tasks/6d75e8bb_train_output_3.png,|00000000|08888800|00080800|00888800|00088800|00008800|00088800|00000000|00000000|,|00000000|08888800|02282800|02888800|02288800|02228800|02288800|00000000|00000000|
training,166,6d75e8bb.json,test,1,9,11,9,11,img/tasks/6d75e8bb_test_input_1.png,img/tasks/6d75e8bb_test_output_1.png,|00000000000|00000000000|00800000000|00800088000|00808008000|00888008000|00888808800|00888888800|00000000000|,|00000000000|00000000000|00822222200|00822288200|00828228200|00888228200|00888828800|00888888800|00000000000|
training,167,6e02f1e3.json,train,1,3,3,3,3,img/tasks/6e02f1e3_train_input_1.png,img/tasks/6e02f1e3_train_output_1.png,|222|323|333|,|500|050|005|
training,167,6e02f1e3.json,train,2,3,3,3,3,img/tasks/6e02f1e3_train_input_2.png,img/tasks/6e02f1e3_train_output_2.png,|333|422|442|,|005|050|500|
training,167,6e02f1e3.json,train,3,3,3,3,3,img/tasks/6e02f1e3_train_input_3.png,img/tasks/6e02f1e3_train_output_3.png,|444|444|444|,|555|000|000|
training,167,6e02f1e3.json,train,4,3,3,3,3,img/tasks/6e02f1e3_train_input_4.png,img/tasks/6e02f1e3_train_output_4.png,|333|333|333|,|555|000|000|
training,167,6e02f1e3.json,train,5,3,3,3,3,img/tasks/6e02f1e3_train_input_5.png,img/tasks/6e02f1e3_train_output_5.png,|444|444|333|,|500|050|005|
training,167,6e02f1e3.json,test,1,3,3,3,3,img/tasks/6e02f1e3_test_input_1.png,img/tasks/6e02f1e3_test_output_1.png,|444|232|323|,|005|050|500|
training,168,6e19193c.json,train,1,10,10,10,10,img/tasks/6e19193c_train_input_1.png,img/tasks/6e19193c_train_output_1.png,|0000000000|0000000000|0700000000|0770000000|0000007700|0000000700|0000000000|0000000000|0000000000|0000000000|,|0000700000|0007000000|0700000000|0770000000|0000007700|0000000700|0000070000|0000700000|0007000000|0070000000|
training,168,6e19193c.json,train,2,10,10,10,10,img/tasks/6e19193c_train_input_2.png,img/tasks/6e19193c_train_output_2.png,|0000000000|0009900000|0000900000|0000000000|0000000000|0000000000|0009000000|0009900000|0000000000|0000000000|,|0000000000|0009900009|0000900090|0090000900|0900009000|9000090000|0009000000|0009900000|0000000000|0000000000|
training,168,6e19193c.json,test,1,10,10,10,10,img/tasks/6e19193c_test_input_1.png,img/tasks/6e19193c_test_output_1.png,|0000000000|0000000000|0000800000|0008800000|0000000880|0000000800|0088000000|0008000000|0000000000|0000000000|,|0800000000|0080000000|0000800000|0008800000|0000000880|0000000800|0088000008|0008000000|0800000000|8000000000|
training,169,6e82a1ae.json,train,1,10,10,10,10,img/tasks/6e82a1ae_train_input_1.png,img/tasks/6e82a1ae_train_output_1.png,|0000000000|0000000550|0550000550|0055000000|0000000000|0000000005|0000055005|0500000005|0500500000|0005500000|,|0000000000|0000000110|0110000110|0011000000|0000000000|0000000002|0000033002|0300000002|0300200000|0002200000|
