task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
evaluation,255,a934301b.json,train,3,13,15,13,15,img/tasks/a934301b_train_input_3.png,img/tasks/a934301b_train_output_3.png,|000001111008100|111108118001800|181101111000000|111101181001111|000000000001811|000000000001111|001181100000000|001118100000000|001811100000000|000000000118000|001111000181000|001111000111000|001111000818000|,|000000000000000|111100000000000|181100000000000|111100000001111|000000000001811|000000000001111|000000000000000|000000000000000|000000000000000|000000000000000|001111000000000|001111000000000|001111000000000|
evaluation,255,a934301b.json,test,1,13,12,13,12,img/tasks/a934301b_test_input_1.png,img/tasks/a934301b_test_output_1.png,|000000001811|111000001111|811000001818|111081100000|000011100000|000011800000|000011101111|000000001181|011111101111|011118101111|018111100000|011111101110|000000001110|,|000000000000|111000000000|811000000000|111000000000|000000000000|000000000000|000000001111|000000001181|000000001111|000000001111|000000000000|000000001110|000000001110|
evaluation,256,aa18de87.json,train,1,4,8,4,8,img/tasks/aa18de87_train_input_1.png,img/tasks/aa18de87_train_output_1.png,|00030000|00303000|03000300|30000030|,|00030000|00323000|03222300|32222230|
evaluation,256,aa18de87.json,train,2,3,8,3,8,img/tasks/aa18de87_train_input_2.png,img/tasks/aa18de87_train_output_2.png,|04000400|00404000|00040000|,|04222400|00424000|00040000|
evaluation,256,aa18de87.json,train,3,5,12,5,12,img/tasks/aa18de87_train_input_3.png,img/tasks/aa18de87_train_output_3.png,|080000000800|808000008080|000800080008|000080800000|000008000000|,|082222222800|828222228280|000822282228|000082800000|000008000000|
evaluation,256,aa18de87.json,train,4,5,8,5,8,img/tasks/aa18de87_train_input_4.png,img/tasks/aa18de87_train_output_4.png,|10000000|01000001|00100010|00010100|00001000|,|10000000|01222221|00122210|00012100|00001000|
evaluation,256,aa18de87.json,test,1,4,9,4,9,img/tasks/aa18de87_test_input_1.png,img/tasks/aa18de87_test_output_1.png,|006000006|060600060|600060600|000006000|,|006222226|062622260|622262600|000006000|
evaluation,257,aa300dc3.json,train,1,10,10,10,10,img/tasks/aa300dc3_train_input_1.png,img/tasks/aa300dc3_train_output_1.png,|5555555555|5000550055|5500050005|5550000055|5500000005|5000000055|5500050005|5005050005|5505550505|5555555555|,|5555555555|5800550055|5580050005|5558000055|5500800005|5000080055|5500058005|5005050805|5505550585|5555555555|
evaluation,257,aa300dc3.json,train,2,10,10,10,10,img/tasks/aa300dc3_train_input_2.png,img/tasks/aa300dc3_train_output_2.png,|5555555555|5550505005|5500500005|5000000005|5500000005|5550000055|5000000005|5000000555|5505005555|5555555555|,|5555555555|5550505085|5500500805|5000008005|5500080005|5550800055|5008000005|5080000555|5505005555|5555555555|
evaluation,257,aa300dc3.json,train,3,10,10,10,10,img/tasks/aa300dc3_train_input_3.png,img/tasks/aa300dc3_train_output_3.png,|5555555555|5000005555|5500005005|5000000005|5500000005|5500000055|5000000005|5005500005|5555505505|5555555555|,|5555555555|5800005555|5580005005|5008000005|5500800005|5500080055|5000008005|5005500805|5555505585|5555555555|
evaluation,257,aa300dc3.json,train,4,10,10,10,10,img/tasks/aa300dc3_train_input_4.png,img/tasks/aa300dc3_train_output_4.png,|5555555555|5550005555|5550000555|5500000005|5000000055|5000000005|5550550005|5500550055|5550555055|5555555555|,|5555555555|5558005555|5550800555|5500080005|5000008055|5000000805|5550550085|5500550055|5550555055|5555555555|
evaluation,257,aa300dc3.json,test,1,10,10,10,10,img/tasks/aa300dc3_test_input_1.png,img/tasks/aa300dc3_test_output_1.png,|5555555555|5550000055|5500000055|5550000005|5000000555|5000005555|5000000005|5005500505|5555555505|5555555555|,|5555555555|5550000855|5500008055|5550080005|5000800555|5008005555|5080000005|5805500505|5555555505|5555555555|
evaluation,258,aa4ec2a5.json,train,1,28,23,28,23,img/tasks/aa4ec2a5_train_input_1.png,img/tasks/aa4ec2a5_train_output_1.png,|44444444444444444444444|44444444441444111111144|41111111441444144441144|41111111441111144441144|41111111441111144441144|41111111441111144441144|41111444441111111111144|41111444444444444444444|44444444444444444444444|44444444444444444444444|44441111114441111144444|44441111111111111144444|44441111111111111144444|44441111111111111144444|44441111111111111144444|44441111111111111144444|44441111111111111144444|44444444444411111144444|44444444444411111144444|44444444444411111144444|44444444444411111144444|44444444444411111144444|44441444444444444444444|44411444444444444444444|44444444444444444444444|44444444444444444444444|44444444444444444444444|44444444444444444444444|,|44444444422242222222224|22222222228242888888824|21111111228222866668824|21111111228888866668824|21111111228888866668824|21111111228888866668824|21111222228888888888824|21111244422222222222224|22222244444444444444444|44422222222422222224444|44421111112221111124444|44421111111111111124444|44421111111111111124444|44421111111111111124444|44421111111111111124444|44421111111111111124444|44421111111111111124444|44422222222211111124444|44444444444211111124444|44444444444211111124444|44444444444211111124444|44422244444211111124444|44221244444222222224444|44211244444444444444444|44222244444444444444444|44444444444444444444444|44444444444444444444444|44444444444444444444444|
evaluation,258,aa4ec2a5.json,train,2,23,25,23,25,img/tasks/aa4ec2a5_train_input_2.png,img/tasks/aa4ec2a5_train_output_2.png,|4444444444444444444444444|4444444444444444111111144|4441111444444444144411144|4441111111444444144411144|4441111441444444144411144|4441111441444444111111144|4444441111444444111111144|4444441111444444444444444|4444444444444444444444444|4444444444444444444444444|4444444444111444444444444|4444444444111444444444444|4444444444111111111444444|4444444444111111111444444|4444444444111111111444444|4444444444111111111444444|4444444444111111111444444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|,|4444444444444442222222224|4422222244444442888888824|4428888222244442866688824|4428888888244442866688824|4428888668244442866688824|4428888668244442888888824|4422228888244442888888824|4444428888244442222222224|4444422222244444444444444|4444444442222244444444444|4444444442111244444444444|4444444442111222222244444|4444444442111111111244444|4444444442111111111244444|4444444442111111111244444|4444444442111111111244444|4444444442111111111244444|4444444442222222222244444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|4444444444444444444444444|
evaluation,258,aa4ec2a5.json,train,3,20,15,20,15,img/tasks/aa4ec2a5_train_input_3.png,img/tasks/aa4ec2a5_train_output_3.png,|444444444444444|444444444444444|444444444444444|444111444444444|444111444444444|444111444444444|444444444444144|444444444444444|444444444444444|444444444444444|444444444444444|444444444444444|444411111444444|444414411114444|444411111114444|444411111114444|444444444444444|444444444444444|444444444444444|444444444444444|,|444444444444444|444444444444444|442222244444444|442111244444444|442111244444444|442111244442224|442222244442124|444444444442224|444444444444444|444444444444444|444444444444444|444222222244444|444288888222444|444286688882444|444288888882444|444288888882444|444222222222444|444444444444444|444444444444444|444444444444444|
evaluation,258,aa4ec2a5.json,test,1,26,27,26,27,img/tasks/aa4ec2a5_test_input_1.png,img/tasks/aa4ec2a5_test_output_1.png,|444444444444444444444444444|444444444444444444444444444|444444441111111114444444444|444444441111144414444444444|444444441111144414444444444|444444111111144414444444444|444411111111111114444444444|444411111111111114444444444|444411111111111114444444444|444411111111144444444444444|444411111111144444411114444|444411111114444444411114444|444444444444444444111111114|444444444444444444111111114|444444444444444444111111114|444444444411144444111111114|444444444411144444444444444|444444411111144444444444444|444444411111144444444444444|444444411111144444444444444|444444411111144444444444444|444444444444444444441111444|444444444444444444441441444|444444444444444444441111444|444444444444444444444444444|444444444444444444444444444|,|444444444444444444444444444|444444422222222222444444444|444444428888888882444444444|444444428888866682444444444|444442228888866682444444444|444222888888866682444444444|444288888888888882444444444|444288888888888882444444444|444288888888888882444444444|444288888888822222222222444|444288888888824444211112444|444288888882224442211112222|444222222222444442111111112|444444444444444442111111112|444444444222224442111111112|444444444211124442111111112|444444222211124442222222222|444444211111124444444444444|444444211111124444444444444|444444211111124444444444444|444444211111124444422222244|444444222222224444428888244|444444444444444444428668244|444444444444444444428888244|444444444444444444422222244|444444444444444444444444444|
evaluation,259,aab50785.json,train,1,13,17,4,5,img/tasks/aab50785_train_input_1.png,img/tasks/aab50785_train_output_1.png,|02000045001065000|90430090479460270|07300090090099950|05530306047232030|08800070889006004|08864319880000007|90095200000020001|02990090710009000|07088040608890000|02488030068865790|00920200079000571|10030104140000109|10621460019030140|,|00070|64319|04060|03006|
evaluation,259,aab50785.json,train,2,12,15,2,4,img/tasks/aab50785_train_input_2.png,img/tasks/aab50785_train_output_2.png,|040100010000000|003007907700130|200006000000000|000088359188020|000088100688300|200050000092002|009049990296140|000000940000005|100000090005060|210060627040007|090020501000053|400300000000400|,|3591|1006|
evaluation,259,aab50785.json,train,3,12,10,2,6,img/tasks/aab50785_train_input_3.png,img/tasks/aab50785_train_output_3.png,|9005000044|9400000050|2206005053|2902640100|0029049113|8810977088|8840056488|0590000000|0001050030|0900000709|0051700099|0090010007|,|109770|400564|
evaluation,259,aab50785.json,train,4,12,17,6,5,img/tasks/aab50785_train_input_4.png,img/tasks/aab50785_train_output_4.png,|92153430000500000|08830707884072000|18802006880000070|10000413910759470|00322026049240305|06883019288030400|00880792988093009|00040757501302000|00993640472090090|91900715710505969|00372088900008810|67040488040208850|,|30707|02006|30192|07929|90000|04020|
evaluation,259,aab50785.json,train,5,13,16,4,3,img/tasks/aab50785_train_input_5.png,img/tasks/aab50785_train_output_5.png,|0727020004001000|0100000600200731|0088652881024500|0088002880071007|0000400090700000|8813088000090301|8800988000003092|0070000009340000|4009090073060405|6000400300205000|0000300012040000|4500604000005202|0906000720930006|,|652|002|130|009|
evaluation,259,aab50785.json,test,1,15,17,8,4,img/tasks/aab50785_test_input_1.png,img/tasks/aab50785_test_output_1.png,|00690009007090090|00000006700000000|00440900000201051|21088415088010400|07388090088060472|25040000790950401|88590488403700005|88770088647060004|06904003090300034|05200002900604500|07038845438895030|00008800708800000|00100000002010350|09200098800608806|00090008807048800|,|4150|0900|5904|7700|4543|0070|0060|0704|
evaluation,260,ac0c5833.json,train,1,30,30,30,30,img/tasks/ac0c5833_train_input_1.png,img/tasks/ac0c5833_train_output_1.png,|000000000000000000000000000000|000000040000000000000000000000|000000000000000040000000000000|000004040000000000000000000000|000000000000004040000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000004040000000000040000000000|000000000000000000000000000000|000004022000000000040400000000|000000022000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|004040000000000000004000000000|000000000000000000000000000000|004000000000000000004040000000|000000000000000000000000000000|000000000004000000000000000000|000000000000000000000000000000|000000000404000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,|000022000000000000000000000000|000022040000022000000000000000|000000000000022040000000000000|000004040000000000000000000000|000000000000004040000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000220000000|000004040000000000040220000000|000000000000000000000000000000|000004022000000000040400000000|000000022000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000022000000|004040000000000000004022000000|000000000000000000000000000000|004022000000000000004040000000|000022002200000000000000000000|000000002204000000000000000000|000000000000000000000000000000|000000000404000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|
evaluation,260,ac0c5833.json,train,2,26,26,26,26,img/tasks/ac0c5833_train_input_2.png,img/tasks/ac0c5833_train_output_2.png,|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00220000000000000000000000|00202000000000000000000000|00022040000000000000000000|00000000000000000000000000|00004040000000004000000000|00000000000000000000000000|00000000000000004040000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000004040000000|00000000400000000000000000|00000000000000000040000000|00000040400000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000004|00000000000000000000000000|00000000000000000000000404|,|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00220000000000000000000000|00202000000000000000000000|00022040000000000002200000|00000000000000000020200000|00004040000000004022000000|00000000000000000000000000|00000000000000004040000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00002200000000000000000000|00002020000000004040000000|00000220400000000000000000|00000000000000022040000000|00000040400000202000000000|00000000000000220000022000|00000000000000000000020200|00000000000000000000002204|00000000000000000000000000|00000000000000000000000404|
evaluation,260,ac0c5833.json,train,3,25,25,25,25,img/tasks/ac0c5833_train_input_3.png,img/tasks/ac0c5833_train_output_3.png,|0000000000000000000000000|0000000000000000000000000|0000000000000000040000000|0202000000000000000000000|0002000000000004040000000|0222040000000000000000000|0000000000000000000000000|0004040000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000004040000000000|0000000000000000000000000|0000000000004000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000040400000000000000000|0000000000000000000000000|0000000400000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|,|0000000000000202000000000|0000000000000002000000000|0000000000000222040000000|0202000000000000000000000|0002000000000004040000000|0222040000000000000000000|0000000000000000000000000|0004040000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000004040000000000|0000000000000000000000000|0000000000004022200000000|0000000000000020000000000|0000000000000020200000000|0000000000000000000000000|0000040400000000000000000|0000000000000000000000000|0002220400000000000000000|0000020000000000000000000|0002020000000000000000000|0000000000000000000000000|
evaluation,260,ac0c5833.json,test,1,27,27,27,27,img/tasks/ac0c5833_test_input_1.png,img/tasks/ac0c5833_test_output_1.png,|000000000000000000000000000|000000000000000000000000000|000000000000000000040000000|000000000000000000000000000|000000000000000000040400000|000004040000000000000000000|000000000000000000000000000|000000040000000000400000000|000000000000000000000000000|000000000000000040400000000|000000000000000000000000000|000000000000000000000000000|000000000000000000000040400|000000000000000000000000000|000000000000000000000040000|000400000000000400000000000|000000000000000000000000000|000404000000040400000000000|000000000000000000000000000|000000000000000000000000000|000000000000000000000000000|000000000000000000040400000|000000000400000000000000000|000000000000000000040022000|000000040400000000000202000|000000000000000000000222000|000000000000000000000000000|,|000000000000000000000222000|000000000000000000000202000|000000000000000000040022000|000000000000000000000000000|000000000000000000040400000|000004040000002220000000000|000000000000002020000000000|000220040000002200400000000|000202000000000000000000000|000222000000000040400000000|000000000000000000000000000|000000000000000000000000000|000000000000000000000040400|000002220002220000000000000|000002020002020000000040022|000400220002200400000000202|000000000000000000000000222|000404000000040400000000000|000000000000000000000000000|000000000000000000000000000|000002220000000000000000000|000002020000000000040400000|000002200400000000000000000|000000000000000000040022000|000000040400000000000202000|000000000000000000000222000|000000000000000000000000000|
evaluation,261,ac2e8ecf.json,train,1,13,16,13,16,img/tasks/ac2e8ecf_train_input_1.png,img/tasks/ac2e8ecf_train_output_1.png,|0000000000000000|0000000000200000|0111000002220000|0101000000200000|0111000000000100|0000088800000100|0000080800001111|0000080800000100|0000088800000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|,|0111088800000000|0101080800000000|0111080800000000|0000088800000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000100|0000000000200100|0000000002221111|0000000000200100|
evaluation,261,ac2e8ecf.json,train,2,13,13,13,13,img/tasks/ac2e8ecf_train_input_2.png,img/tasks/ac2e8ecf_train_output_2.png,|0000000000000|0000000000000|0000111000010|0000101000111|0200111000010|2220000080000|0200008888000|0000000080000|0055550000000|0050050000222|0055550000202|0000000000222|0000000000000|,|0000111000222|0000101000202|0000111000222|0055550000000|0050050000000|0055550000000|0000000000000|0000000000000|0000000000000|0000000000000|0200000080010|2220008888111|0200000080010|
evaluation,261,ac2e8ecf.json,train,3,16,17,16,17,img/tasks/ac2e8ecf_train_input_3.png,img/tasks/ac2e8ecf_train_output_3.png,|01000000000000000|11111000000000000|01000000000000800|00222200000088880|00200200033300800|00200200030300000|00222200033300000|00000000000000000|00000001000000000|03000111100000000|33300001000088880|03000001000080080|00000000000088880|00000000000000000|00000000000000000|00000000000000000|,|00222200033388880|00200200030380080|00200200033388880|00222200000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|01000000000000000|11111000000000000|01000001000000000|03000111100000800|33300001000088880|03000001000000800|
evaluation,261,ac2e8ecf.json,test,1,16,15,16,15,img/tasks/ac2e8ecf_test_input_1.png,img/tasks/ac2e8ecf_test_output_1.png,|000000000000000|000000000000200|000333000022222|080303000000200|888333000000200|080000000000000|080011110011111|000010010010001|000011110010001|000000000010001|020000000011111|222000000000000|020000000000000|000000000000000|000000000000000|000000000000000|,|000333000011111|000303000010001|000333000010001|000011110010001|000010010011111|000011110000000|000000000000000|000000000000000|000000000000000|080000000000000|888000000000000|080000000000000|080000000000200|020000000022222|222000000000200|020000000000200|
evaluation,262,ac3e2b04.json,train,1,10,10,10,10,img/tasks/ac3e2b04_train_input_1.png,img/tasks/ac3e2b04_train_output_1.png,|0000333000|2222323222|0000333000|0000000000|0000000000|0000000000|2222222222|0000000000|0000000000|0000000000|,|0000333000|2222323222|0000333000|0000010000|0000010000|0000111000|2222121222|0000111000|0000010000|0000010000|
evaluation,262,ac3e2b04.json,train,2,15,12,15,12,img/tasks/ac3e2b04_train_input_2.png,img/tasks/ac3e2b04_train_output_2.png,|000200000200|003330000200|003230000200|003330000200|000200000200|000200000200|000200000200|000200000200|000200000200|000200000200|000200003330|000200003230|000200003330|000200000200|000200000200|,|000200000200|003330001110|113231111211|003330001110|000200000200|000200000200|000200000200|000200000200|000200000200|000200000200|001110003330|111211113231|001110003330|000200000200|000200000200|
evaluation,262,ac3e2b04.json,train,3,12,12,12,12,img/tasks/ac3e2b04_train_input_3.png,img/tasks/ac3e2b04_train_output_3.png,|000020000000|000020000000|000020000000|000020000000|000020000000|000333000000|000323000000|000333000000|000020000000|000020000000|000020000000|000020000000|,|000020000000|000020000000|000020000000|000020000000|000020000000|000333000000|111323111111|000333000000|000020000000|000020000000|000020000000|000020000000|
evaluation,262,ac3e2b04.json,train,4,16,14,16,14,img/tasks/ac3e2b04_train_input_4.png,img/tasks/ac3e2b04_train_output_4.png,|00000000000000|00000000000000|00033300000000|22232322222222|00033300000000|00000000000000|00000000000000|00000000000000|22222222222222|00000000000000|00000000000000|00000000000000|00000000000000|00000000033300|22222222232322|00000000033300|,|00001000001000|00001000001000|00033300011100|22232322212122|00033300011100|00001000001000|00001000001000|00011100011100|22212122212122|00011100011100|00001000001000|00001000001000|00001000001000|00011100033300|22212122232322|00011100033300|
evaluation,262,ac3e2b04.json,test,1,16,18,16,18,img/tasks/ac3e2b04_test_input_1.png,img/tasks/ac3e2b04_test_output_1.png,|002000020002000020|033300020002000020|032300020002000020|033300020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020033300020|002000020032300020|002000020033300020|002000020002000020|002000020002000020|,|002000020002000020|033300111011100111|132311121112111121|033300111011100111|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|002000020002000020|011100111033300111|112111121132311121|011100111033300111|002000020002000020|002000020002000020|
evaluation,263,ac605cbb.json,train,1,10,10,10,10,img/tasks/ac605cbb_train_input_1.png,img/tasks/ac605cbb_train_output_1.png,|0000000000|0000000000|0000000000|0000000000|0001000000|0000000000|0000000000|0000020000|0000000000|0000000000|,|0000000000|0000000000|0000000000|0000010000|0001550000|0000000000|0000000000|0255520000|0000000000|0000000000|
evaluation,263,ac605cbb.json,train,2,10,10,10,10,img/tasks/ac605cbb_train_input_2.png,img/tasks/ac605cbb_train_output_2.png,|0000000000|0000000000|0003000000|0000000000|0000000000|0000001000|0000000000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0003000000|0005000000|0005000010|0003001550|0000000000|0000000000|0000000000|0000000000|
evaluation,263,ac605cbb.json,train,3,10,10,10,10,img/tasks/ac605cbb_train_input_3.png,img/tasks/ac605cbb_train_output_3.png,|0000000000|0000000000|0000300000|0000000000|0000002000|0000000000|0000000000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0000300000|0000500000|0025452000|0004300000|0040000000|0400000000|4000000000|0000000000|
evaluation,263,ac605cbb.json,train,4,11,11,11,11,img/tasks/ac605cbb_train_input_4.png,img/tasks/ac605cbb_train_output_4.png,|00000000000|00000000000|00000000000|00000000000|00000200000|00000000000|00060000000|00000000000|00000000000|00000001000|00000000000|,|00060000000|00050000000|00050000000|00050000000|02545200000|00450000000|04060000000|40000000000|00000000010|00000001550|00000000000|
evaluation,263,ac605cbb.json,train,5,11,11,11,11,img/tasks/ac605cbb_train_input_5.png,img/tasks/ac605cbb_train_output_5.png,|00000000000|00000000000|00010000000|00000000000|00000200000|00000003000|00000000000|00000000000|00000000000|00000000000|00000000000|,|00000000000|00000100000|00015500000|00000000000|02555200000|00000003000|00000005000|00000005000|00000003000|00000000000|00000000000|
evaluation,263,ac605cbb.json,train,6,9,9,9,9,img/tasks/ac605cbb_train_input_6.png,img/tasks/ac605cbb_train_output_6.png,|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000600000|000000000|,|000000000|000600000|000500000|000500000|000500000|000500000|000500000|000600000|000000000|
evaluation,263,ac605cbb.json,test,1,11,11,11,11,img/tasks/ac605cbb_test_input_1.png,img/tasks/ac605cbb_test_output_1.png,|00000000000|00000000000|01000000000|00000000000|00000000000|00000000000|00000002000|00000600030|00000000000|00000000000|00000000000|,|00000000000|00010600000|01550500000|00000500000|00000500000|00000500000|00025452000|00004600030|00040000050|00400000050|04000000030|
evaluation,264,ad7e01d0.json,train,1,3,3,9,9,img/tasks/ad7e01d0_train_input_1.png,img/tasks/ad7e01d0_train_output_1.png,|501|520|555|,|501000000|520000000|555000000|501000000|520000000|555000000|501501501|520520520|555555555|
evaluation,264,ad7e01d0.json,train,2,3,3,9,9,img/tasks/ad7e01d0_train_input_2.png,img/tasks/ad7e01d0_train_output_2.png,|251|050|251|,|000251000|000050000|000251000|000251000|000050000|000251000|000251000|000050000|000251000|
evaluation,264,ad7e01d0.json,train,3,4,4,16,16,img/tasks/ad7e01d0_train_input_3.png,img/tasks/ad7e01d0_train_output_3.png,|0503|5520|0255|3050|,|0000050300000000|0000552000000000|0000025500000000|0000305000000000|0503050300000000|5520552000000000|0255025500000000|3050305000000000|0000000005030503|0000000055205520|0000000002550255|0000000030503050|0000000005030000|0000000055200000|0000000002550000|0000000030500000|
evaluation,264,ad7e01d0.json,train,4,4,4,16,16,img/tasks/ad7e01d0_train_input_4.png,img/tasks/ad7e01d0_train_output_4.png,|5555|5235|5335|5555|,|5555555555555555|5235523552355235|5335533553355335|5555555555555555|5555000000005555|5235000000005235|5335000000005335|5555000000005555|5555000000005555|5235000000005235|5335000000005335|5555000000005555|5555555555555555|5235523552355235|5335533553355335|5555555555555555|
evaluation,264,ad7e01d0.json,test,1,5,5,25,25,img/tasks/ad7e01d0_test_input_1.png,img/tasks/ad7e01d0_test_output_1.png,|10501|02220|50505|02220|10501|,|0000000000105010000000000|0000000000022200000000000|0000000000505050000000000|0000000000022200000000000|0000000000105010000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|1050100000105010000010501|0222000000022200000002220|5050500000505050000050505|0222000000022200000002220|1050100000105010000010501|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000105010000000000|0000000000022200000000000|0000000000505050000000000|0000000000022200000000000|0000000000105010000000000|
evaluation,265,ae58858e.json,train,1,10,8,10,8,img/tasks/ae58858e_train_input_1.png,img/tasks/ae58858e_train_output_1.png,|00000000|22000220|02200220|00000022|00000000|02220000|00000200|00220000|20220022|20000000|,|00000000|66000660|06600660|00000066|00000000|02220000|00000200|00660000|20660022|20000000|
evaluation,265,ae58858e.json,train,2,10,12,10,12,img/tasks/ae58858e_train_input_2.png,img/tasks/ae58858e_train_output_2.png,|000000000000|222000200000|022000220000|022200220020|000000000020|000002000000|020022000222|000000000222|002000020020|000002200000|,|000000000000|666000600000|066000660000|066600660020|000000000020|000002000000|020022000666|000000000666|002000020060|000002200000|
evaluation,265,ae58858e.json,train,3,6,6,6,6,img/tasks/ae58858e_train_input_3.png,img/tasks/ae58858e_train_output_3.png,|220002|220002|000200|020000|000202|022200|,|660002|660002|000200|020000|000602|066600|
evaluation,265,ae58858e.json,train,4,10,9,10,9,img/tasks/ae58858e_train_input_4.png,img/tasks/ae58858e_train_output_4.png,|000000000|022000000|002000220|000002200|000000000|000200000|022000000|000000020|000000020|000200000|,|000000000|022000000|002000660|000006600|000000000|000200000|022000000|000000020|000000020|000200000|
evaluation,265,ae58858e.json,test,1,6,8,6,8,img/tasks/ae58858e_test_input_1.png,img/tasks/ae58858e_test_output_1.png,|00002220|22000000|02200220|02000220|00000000|20220002|,|00002220|66000000|06600660|06000660|00000000|20220002|
evaluation,266,aee291af.json,train,1,16,16,4,4,img/tasks/aee291af_train_input_1.png,img/tasks/aee291af_train_output_1.png,|1111111111111111|1888818118111111|1822811188881181|1828881182281111|1888811182881111|1111181188888111|1181111111111181|1188881811111111|1182281111811811|1182881188881111|8188881182281111|1111111188281181|1111118188881111|1181811111111111|1111181111811881|1811111118811111|,|8888|8228|8828|8888|
evaluation,266,aee291af.json,train,2,16,16,4,4,img/tasks/aee291af_train_input_2.png,img/tasks/aee291af_train_output_2.png,|8111111111111111|1118811111111111|1111111811818111|1888818118811111|1822881181188111|1822811811181181|1888888111111181|1818111811818888|1111111111118228|1111188888118228|1811182881188888|1111188281111111|1111188888118888|1118111111118228|1111181111118228|1181181111818888|,|8888|8288|8828|8888|
evaluation,266,aee291af.json,train,3,18,18,5,5,img/tasks/aee291af_train_input_3.png,img/tasks/aee291af_train_output_3.png,|181811181181111881|188888111111181181|882828118888881111|188288811828288111|882288111882881811|188888111822888111|181811811888888188|811111111111111181|111188111181111111|811118888811181111|881118282811811111|118118828811111118|111118822811881181|181118888811111181|181111111111118111|111188111111118111|181181111111111111|111118111111111111|,|88888|82828|88288|88228|88888|
evaluation,266,aee291af.json,test,1,18,18,5,5,img/tasks/aee291af_test_input_1.png,img/tasks/aee291af_test_output_1.png,|111181111811188888|111811811811882288|188888881118882888|118228811111188828|118288818181188888|188882881111111111|818888811818111111|181811111888881881|111181811822881111|111111811828888111|888888111888281111|822881111888881111|828888111111111111|888281118888811181|888881118822811118|111111118822811188|881111118288811111|818111188888811111|,|88888|88228|88228|82888|88888|
